,name,artist,release,peak,duration,SemiYearID,WeekID,QuarterID
4286,"sweet, sweet smile",carpenters,1978.083333333333,44,13,1978.0,1978-02-04,1978.0
4287,a real fine place to start,sara evans,2005.5,38,20,2005.0,2005-07-09,2005.5
4288,dazzey duks,duice,1993.0,12,40,1993.0,1993-01-09,1993.0
4289,crooked smile,j. cole featuring tlc,2013.5,27,20,2013.0,2013-07-06,2013.5
4290,teardrops on my guitar,taylor swift,2007.166666666667,13,48,2007.0,2007-03-24,2007.0
4291,despacito,luis fonsi & daddy yankee featuring justin bieber,2017.083333333333,1,51,2017.0,2017-02-04,2017.0
4292,7 things,miley cyrus,2008.416666666667,9,15,2008.0,2008-06-21,2008.25
4293,that old black magic,louis prima and keely smith,1958.833333333333,18,13,1958.5,1958-11-01,1958.75
4294,seven bridges road,eagles,1980.916666666667,21,14,1980.5,1980-12-20,1980.75
4295,reuben james,kenny rogers & the first edition,1969.666666666667,26,12,1969.5,1969-09-27,1969.5
4296,something he can feel,aretha franklin,1976.416666666667,28,12,1976.0,1976-06-12,1976.25
4297,sex as a weapon,pat benatar,1985.833333333333,28,13,1985.5,1985-11-23,1985.75
4298,alien,atlanta rhythm section,1981.583333333333,29,15,1981.5,1981-08-29,1981.5
4299,pop goes the weasel,3rd bass,1991.5,29,13,1991.0,1991-07-13,1991.5
4300,stoned out of my mind,the chi-lites,1973.583333333333,30,13,1973.5,1973-08-04,1973.5
4301,behind blue eyes,the who,1971.833333333333,34,11,1971.5,1971-11-06,1971.75
4302,burnin' for you,blue oyster cult,1981.583333333333,40,14,1981.5,1981-08-15,1981.5
4303,ajax liquor store,hudson and landry,1971.25,43,14,1971.0,1971-04-24,1971.25
4304,should i stay or should i go,the clash,1982.5,45,23,1982.0,1982-07-17,1982.5
4305,take over control,afrojack featuring eva simons,2011.5,41,20,2011.0,2011-07-02,2011.5
4306,teddy bear song,barbara fairchild,1973.083333333333,32,19,1973.0,1973-02-24,1973.0
4307,bring on the rain,jo dee messina with tim mcgraw,2001.916666666667,36,20,2001.5,2001-12-08,2001.75
4308,"tarzan boy (from ""teenage mutant ninja turtles iii"")",baltimora,1985.75,13,38,1985.5,1985-10-19,1985.75
4309,revenge,brook benton,1961.833333333333,15,11,1961.5,1961-11-18,1961.75
4310,basketball jones featuring tyrone shoelaces,cheech & chong,1973.666666666667,15,11,1973.5,1973-09-08,1973.5
4311,say goodbye to hollywood,billy joel,1981.666666666667,17,15,1981.5,1981-09-12,1981.5
4312,so you are a star,the hudson brothers,1974.666666666667,21,14,1974.5,1974-09-21,1974.5
4313,after the goldrush,prelude,1974.75,22,13,1974.5,1974-10-05,1974.75
4314,a million to one/young love,donny osmond,1973.5,23,11,1973.0,1973-07-14,1973.5
4315,cissy strut,the meters,1969.25,23,11,1969.0,1969-04-12,1969.25
4316,rendezvous,the hudson brothers,1975.416666666667,26,12,1975.0,1975-06-21,1975.25
4317,butter boy,fanny,1975.083333333333,29,11,1975.0,1975-02-01,1975.0
4318,she understands me,johnny tillotson,1964.75,31,11,1964.5,1964-10-31,1964.75
4319,run,george strait,2001.75,34,20,2001.5,2001-10-27,2001.75
4320,stand up (kick love into motion),def leppard,1992.916666666667,34,15,1992.5,1992-12-12,1992.75
4321,chicago,graham nash,1971.416666666667,35,11,1971.0,1971-06-05,1971.25
4322,pushin' too hard,the seeds,1966.916666666667,36,11,1966.5,1966-12-24,1966.75
4323,the arms of orion,prince with sheena easton,1989.75,36,14,1989.5,1989-10-21,1989.75
4324,step by step,joe simon,1973.083333333333,37,12,1973.0,1973-02-17,1973.0
4325,(i do the) shimmy shimmy,bobby freeman,1960.583333333333,37,13,1960.5,1960-08-13,1960.5
4326,better tell him no,the starlets,1961.25,38,16,1961.0,1961-04-22,1961.25
4327,should i say yes?,nu shooz,1988.25,41,16,1988.0,1988-04-16,1988.25
4328,the clouds,the spacemen,1959.75,41,14,1959.5,1959-10-17,1959.75
4329,and the grass won't pay no mind,mark lindsay,1970.666666666667,44,12,1970.5,1970-09-19,1970.5
4330,pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie & kodak black",2017.666666666667,46,19,2017.5,2017-09-30,2017.5
4331,road runner,the gants,1965.666666666667,46,12,1965.5,1965-09-25,1965.5
4332,ain't nobody home,b.b. king,1971.833333333333,46,12,1971.5,1971-11-13,1971.75
4333,see you again,carrie underwood,2013.333333333333,34,20,2013.0,2013-05-18,2013.25
4334,some days are diamonds (some days are stone),john denver,1981.416666666667,36,20,1981.0,1981-06-13,1981.25
4335,pumped up kicks,foster the people,2011.333333333333,3,40,2011.0,2011-05-14,2011.25
4336,please mr. sun,tommy edwards,1959.083333333333,11,13,1959.0,1959-02-14,1959.0
4337,rock of life,rick springfield,1988.083333333333,22,15,1988.0,1988-02-06,1988.0
4338,don't ever be lonely (a poor little fool like me),cornelius brothers & sister rose,1972.666666666667,23,11,1972.5,1972-09-02,1972.5
4339,raw-hide,link wray and the wraymen,1959.0,23,13,1959.0,1959-01-24,1959.0
4340,runaround,the fleetwoods,1960.333333333333,23,13,1960.0,1960-05-21,1960.25
4341,she's all i got,jimmy cozier,2001.416666666667,26,15,2001.0,2001-06-16,2001.25
4342,soul city,partland brothers,1987.333333333333,27,13,1987.0,1987-05-02,1987.25
4343,baby let me kiss you,king floyd,1971.166666666667,29,11,1971.0,1971-03-13,1971.0
4344,at midnight (my love will lift you up),rufus featuring chaka khan,1977.083333333333,30,12,1977.0,1977-02-12,1977.0
4345,all day music,war,1971.583333333333,35,11,1971.5,1971-08-07,1971.5
4346,booty butt,the ray charles orchestra,1971.166666666667,36,12,1971.0,1971-03-20,1971.0
4347,star baby,the guess who,1974.083333333333,39,19,1974.0,1974-02-16,1974.0
4348,don't look down - the sequel,go west,1987.583333333333,39,13,1987.5,1987-08-01,1987.5
4349,don't it make you want to go home,joe south and the believers,1969.583333333333,41,12,1969.5,1969-08-23,1969.5
4350,dark side,kelly clarkson,2012.5,42,15,2012.0,2012-07-07,2012.5
4351,so long dixie,"blood, sweat & tears",1972.666666666667,44,11,1972.5,1972-09-30,1972.5
4352,california girl,eddie floyd,1970.083333333333,45,12,1970.0,1970-02-21,1970.0
4353,take a back road,rodney atkins,2011.416666666667,23,23,2011.0,2011-06-18,2011.25
4354,she's more,andy griggs,2000.166666666667,37,20,2000.0,2000-03-11,2000.0
4355,somethin' 'bout a truck,kip moore,2012.083333333333,29,20,2012.0,2012-02-25,2012.0
4356,rainbow,gene chandler,1963.083333333333,47,12,1963.0,1963-02-23,1963.0
4357,that's the way,katrina and the waves,1989.5,16,12,1989.0,1989-07-22,1989.5
4358,question,lloyd price and his orchestra,1960.416666666667,19,11,1960.0,1960-06-25,1960.25
4359,part time love,gladys knight and the pips,1975.833333333333,22,11,1975.5,1975-11-08,1975.75
4360,bulldog,the fireballs,1960.0,24,12,1960.0,1960-01-09,1960.0
4361,teach me tonight,george maharis,1962.25,25,11,1962.0,1962-04-21,1962.25
4362,"shame (from ""a low down dirty shame"")",zhane,1994.833333333333,28,15,1994.5,1994-11-26,1994.75
4363,dead end street monologue/dead end street,lou rawls,1967.166666666667,29,11,1967.0,1967-03-25,1967.0
4364,superstitious,europe,1988.583333333333,31,13,1988.5,1988-08-13,1988.5
4365,am i losing you,jim reeves,1960.75,31,11,1960.5,1960-10-22,1960.75
4366,already gone,eagles,1974.333333333333,32,15,1974.0,1974-05-04,1974.25
4367,some kind of wonderful,the drifters,1961.166666666667,32,11,1961.0,1961-03-18,1961.0
4368,all i could do was cry,etta james,1960.25,33,15,1960.0,1960-04-30,1960.25
4369,don't do it,the band,1972.666666666667,34,11,1972.5,1972-09-16,1972.5
4370,someone,johnny mathis,1959.166666666667,35,13,1959.0,1959-03-21,1959.0
4371,check it out,tavares,1973.666666666667,35,12,1973.5,1973-09-22,1973.5
4372,don't change on me,ray charles,1971.166666666667,36,11,1971.0,1971-03-13,1971.0
4373,out of mind out of sight,models,1986.25,37,13,1986.0,1986-04-26,1986.25
4374,right between the eyes,wax,1986.166666666667,43,13,1986.0,1986-03-15,1986.0
4375,the dream never dies,cooper brothers,1978.75,48,13,1978.5,1978-10-28,1978.75
4376,buy me a boat,chris janson,2015.416666666667,41,20,2015.0,2015-06-13,2015.25
4377,couldn't last a moment,collin raye,2000.166666666667,43,20,2000.0,2000-03-18,2000.0
4378,crazy on you,heart,1976.25,35,19,1976.0,1976-04-17,1976.25
4379,check it out,will.i.am & nicki minaj,2010.666666666667,24,15,2010.5,2010-09-25,2010.5
4380,tall cool one,the wailers,1959.333333333333,36,23,1959.0,1959-05-16,1959.25
4381,but it's alright,j.j. jackson,1966.75,22,23,1966.5,1966-10-01,1966.75
4382,shining,dj khaled featuring beyonce & jay z,2017.166666666667,57,14,2017.0,2017-03-04,2017.0
4383,bad habits,maxwell,2009.75,71,14,2009.5,2009-10-10,2009.75
4384,space oddity,david bowie,1973.0,15,15,1973.0,1973-01-27,1973.0
4385,chun-li,nicki minaj,2018.25,10,16,2018.0,2018-04-21,2018.25
4386,sunshine of your love,cream,1968.0,5,26,1968.0,1968-01-13,1968.0
4387,breaking up is hard to do,neil sedaka,1962.416666666667,1,28,1962.0,1962-06-30,1962.25
4388,candy,mandy moore,1999.666666666667,41,20,1999.5,1999-09-11,1999.5
4389,take me as i am,mary j. blige,2006.75,58,17,2006.5,2006-10-07,2006.75
4390,skin (sarabeth),rascal flatts,2005.666666666667,42,17,2005.5,2005-09-24,2005.5
4391,rapture (tastes so sweet),iio,2002.083333333333,46,15,2002.0,2002-02-16,2002.0
4392,don't go,le click featuring kayo,1997.666666666667,62,19,1997.5,1997-09-27,1997.5
4393,smile,lily allen,2007.083333333333,49,16,2007.0,2007-02-10,2007.0
4394,so complicated,carolyn dawn johnson,2001.666666666667,59,17,2001.5,2001-09-08,2001.5
4395,ring my bell,anita ward,1979.333333333333,1,21,1979.0,1979-05-12,1979.25
4396,san francisco (be sure to wear flowers in your hair),scott mckenzie,1967.333333333333,4,12,1967.0,1967-05-27,1967.25
4397,ball of confusion (that's what the world is today),the temptations,1970.333333333333,3,15,1970.0,1970-05-23,1970.25
4398,chain gang,sam cooke,1960.583333333333,2,16,1960.5,1960-08-13,1960.5
4399,take good care of my baby,bobby vee,1961.583333333333,1,15,1961.5,1961-08-05,1961.5
4400,please please me,the beatles,1964.083333333333,3,13,1964.0,1964-02-01,1964.0
4401,satisfy you,puff daddy featuring r. kelly,1999.666666666667,2,20,1999.5,1999-09-25,1999.5
4402,chain of fools,aretha franklin,1967.916666666667,2,12,1967.5,1967-12-09,1967.75
4403,puppy love,paul anka,1960.083333333333,2,14,1960.0,1960-02-20,1960.0
4404,a thousand stars,kathy young with the innocents,1960.75,3,17,1960.5,1960-10-22,1960.75
4405,remember (walkin' in the sand),the shangri-las,1964.583333333333,5,11,1964.5,1964-08-22,1964.5
4406,put your head on my shoulder,paul anka,1959.583333333333,2,18,1959.5,1959-08-29,1959.5
4407,reach out i'll be there,four tops,1966.666666666667,1,15,1966.5,1966-09-03,1966.5
4408,don't turn around,ace of base,1994.333333333333,4,31,1994.0,1994-05-07,1994.25
4409,"bump, bump, bump",b2k & p. diddy,2002.833333333333,1,22,2002.5,2002-11-30,2002.75
4410,teen angel,mark dinning,1959.916666666667,1,18,1959.5,1959-12-19,1959.75
4411,tell it like it is,aaron neville,1966.916666666667,2,14,1966.5,1966-12-03,1966.75
4412,babe,styx,1979.75,1,19,1979.5,1979-10-06,1979.75
4413,all night long (all night),lionel richie,1983.666666666667,1,24,1983.5,1983-09-17,1983.5
4414,reunited,peaches & herb,1979.166666666667,1,23,1979.0,1979-03-17,1979.0
4415,second hand love,connie francis,1962.333333333333,7,9,1962.0,1962-05-12,1962.25
4416,crystal blue persuasion,tommy james and the shondells,1969.416666666667,2,15,1969.0,1969-06-07,1969.25
4417,bobby's girl,marcie blane,1962.75,3,16,1962.5,1962-10-20,1962.75
4418,ordinary world,duran duran,1993.0,3,22,1993.0,1993-01-09,1993.0
4419,bossa nova baby,elvis presley with the jordanaires,1963.75,8,10,1963.5,1963-10-19,1963.75
4420,positively 4th street,bob dylan,1965.75,7,9,1965.5,1965-10-02,1965.75
4421,convention '72,the delegates,1972.75,8,8,1972.5,1972-10-21,1972.75
4422,still,commodores,1979.666666666667,1,20,1979.5,1979-09-29,1979.5
4423,puff (the magic dragon),"peter, paul & mary",1963.166666666667,2,14,1963.0,1963-03-16,1963.0
4424,don't look back,boston,1978.583333333333,4,13,1978.5,1978-08-19,1978.5
4425,creeque alley,the mamas & the papas,1967.25,5,9,1967.0,1967-04-29,1967.25
4426,spirit in the sky,norman greenbaum,1970.083333333333,3,15,1970.0,1970-02-28,1970.0
4427,angie,the rolling stones,1973.666666666667,1,16,1973.5,1973-09-08,1973.5
4428,blowin' in the wind,"peter, paul & mary",1963.416666666667,2,15,1963.0,1963-06-29,1963.25
4429,crimson and clover,tommy james and the shondells,1968.916666666667,1,16,1968.5,1968-12-14,1968.75
4430,also sprach zarathustra (2001),deodato,1973.083333333333,2,12,1973.0,1973-02-03,1973.0
4431,alone again (naturally),gilbert o'sullivan,1972.416666666667,1,18,1972.0,1972-06-17,1972.25
4432,all that she wants,ace of base,1993.666666666667,2,36,1993.5,1993-09-18,1993.5
4433,bleeding love,leona lewis,2008.166666666667,1,39,2008.0,2008-03-01,2008.0
4434,classical gas,mason williams,1968.416666666667,2,14,1968.0,1968-06-22,1968.25
4435,sleep walk,santo & johnny,1959.5,1,18,1959.0,1959-07-25,1959.5
4436,as tears go by,the rolling stones,1965.916666666667,6,9,1965.5,1965-12-25,1965.75
4437,busted,ray charles and his orchestra,1963.666666666667,4,12,1963.5,1963-09-07,1963.5
4438,always,bon jovi,1994.75,4,32,1994.5,1994-10-01,1994.75
4439,stutter,joe featuring mystikal,2001.0,1,26,2001.0,2001-01-06,2001.0
4440,spanish harlem,aretha franklin,1971.5,2,12,1971.0,1971-07-31,1971.5
4441,rock steady,aretha franklin,1971.75,9,9,1971.5,1971-10-30,1971.75
4442,bad to me,billy j. kramer with the dakotas,1964.333333333333,9,10,1964.0,1964-05-30,1964.25
4443,sugar town,nancy sinatra,1966.833333333333,5,13,1966.5,1966-11-19,1966.75
4444,palisades park,freddy cannon,1962.333333333333,3,15,1962.0,1962-05-12,1962.25
4445,slow jamz,twista featuring kanye west & jamie foxx,2003.916666666667,1,22,2003.5,2003-12-06,2003.75
4446,rhythm of the rain,the cascades,1963.0,3,16,1963.0,1963-01-12,1963.0
4447,the clapping song (clap pat clap slap),shirley ellis,1965.166666666667,8,9,1965.0,1965-03-20,1965.0
4448,a hundred pounds of clay,gene mcdaniels,1961.166666666667,3,15,1961.0,1961-03-18,1961.0
4449,don't let the sun catch you crying,gerry and the pacemakers,1964.333333333333,4,12,1964.0,1964-05-23,1964.25
4450,runaway,del shannon,1961.166666666667,1,17,1961.0,1961-03-04,1961.0
4451,proud mary,creedence clearwater revival,1969.0,2,14,1969.0,1969-01-25,1969.0
4452,personality,lloyd price and his orchestra,1959.25,2,19,1959.0,1959-04-25,1959.25
4453,she's not there,the zombies,1964.75,2,15,1964.5,1964-10-17,1964.75
4454,another one bites the dust,queen,1980.583333333333,1,31,1980.5,1980-08-16,1980.5
4455,arthur's theme (best that you can do),christopher cross,1981.583333333333,1,24,1981.5,1981-08-15,1981.5
4456,(marie's the name) his latest flame,elvis presley,1961.583333333333,4,11,1961.5,1961-08-26,1961.5
4457,an open letter to my teenage son,victor lundberg,1967.833333333333,10,6,1967.5,1967-11-11,1967.75
4458,p.s. i love you,the beatles,1964.333333333333,10,8,1964.0,1964-05-09,1964.25
4459,a girl like you,the young rascals,1967.5,10,9,1967.0,1967-07-15,1967.5
4460,air force ones,"nelly featuring kyjuan, ali & murphy lee",2002.833333333333,3,20,2002.5,2002-11-09,2002.75
4461,sure gonna miss her,gary lewis and the playboys,1966.166666666667,9,9,1966.0,1966-03-05,1966.0
4462,peppermint twist - part i,joey dee & the starliters,1961.833333333333,1,19,1961.5,1961-11-18,1961.75
4463,please mr. please,olivia newton-john,1975.416666666667,3,15,1975.0,1975-06-07,1975.25
4464,21 questions,50 cent featuring nate dogg,2003.166666666667,1,23,2003.0,2003-03-22,2003.0
4465,burn,usher,2004.166666666667,1,30,2004.0,2004-03-13,2004.0
4466,popsicles and icicles,the murmaids,1963.833333333333,3,14,1963.5,1963-11-23,1963.75
4467,"1, 2, 3, 4 (sumpin' new)",coolio,1996.166666666667,5,21,1996.0,1996-03-09,1996.0
4468,the first time ever i saw your face,roberta flack,1972.166666666667,1,18,1972.0,1972-03-04,1972.0
4469,save it for me,"the 4 seasons featuring the ""sound of frankie valli""",1964.583333333333,10,8,1964.5,1964-08-29,1964.5
4470,take a letter maria,r.b. greaves,1969.75,2,15,1969.5,1969-10-18,1969.75
4471,red rubber ball,the cyrkle,1966.333333333333,2,13,1966.0,1966-05-21,1966.25
4472,shawty get loose,lil mama featuring chris brown & t-pain,2008.166666666667,10,12,2008.0,2008-03-08,2008.0
4473,are you really mine,jimmie rodgers,1958.583333333333,10,13,1958.5,1958-08-02,1958.5
4474,crying in the chapel,elvis presley with the jordanaires,1965.25,3,14,1965.0,1965-04-24,1965.25
4475,don't take it personal (just one of dem days),monica,1995.25,2,29,1995.0,1995-04-29,1995.25
4476,dancing in the street,martha & the vandellas,1964.583333333333,2,14,1964.5,1964-08-22,1964.5
4477,dizzy,tommy roe,1969.083333333333,1,15,1969.0,1969-02-01,1969.0
4478,strangers in the night,frank sinatra,1966.333333333333,1,15,1966.0,1966-05-07,1966.25
4479,build me up buttercup,the foundations,1969.0,3,15,1969.0,1969-01-04,1969.0
4480,strawberry fields forever,the beatles,1967.083333333333,8,9,1967.0,1967-02-25,1967.0
4481,born to be wild,steppenwolf,1968.5,2,13,1968.0,1968-07-13,1968.5
4482,because they're young,duane eddy and the rebels,1960.333333333333,4,15,1960.0,1960-05-21,1960.25
4483,a sign of the times,petula clark,1966.166666666667,11,8,1966.0,1966-03-26,1966.0
4484,suspicious minds,elvis presley,1969.666666666667,1,15,1969.5,1969-09-13,1969.5
4485,shadow dancing,andy gibb,1978.25,1,25,1978.0,1978-04-15,1978.25
4486,power to the people,john lennon/plastic ono band yoko ono/plastic ono band,1971.25,11,9,1971.0,1971-04-03,1971.25
4487,crying,roy orbison,1961.583333333333,2,16,1961.5,1961-08-12,1961.5
4488,candy girl,the 4 seasons,1963.5,3,13,1963.0,1963-07-06,1963.5
4489,"cara, mia",jay & the americans,1965.416666666667,4,13,1965.0,1965-06-05,1965.25
4490,don't phunk with my heart,the black eyed peas,2005.25,3,26,2005.0,2005-04-23,2005.25
4491,can't take my eyes off you,frankie valli,1967.333333333333,2,16,1967.0,1967-05-20,1967.25
4492,blowin in the wind,stevie wonder,1966.5,9,10,1966.0,1966-07-23,1966.5
4493,sing,carpenters,1973.083333333333,3,14,1973.0,1973-02-24,1973.0
4494,does your chewing gum lose it's flavor (on the bedpost over night),lonnie donegan and his skiffle group,1961.583333333333,5,11,1961.5,1961-08-05,1961.5
4495,poor side of town,johnny rivers,1966.666666666667,1,15,1966.5,1966-09-17,1966.5
4496,(the lights went out in) massachusetts,bee gees,1967.833333333333,11,8,1967.5,1967-11-11,1967.75
4497,save the best for last,vanessa williams,1992.083333333333,1,27,1992.0,1992-02-01,1992.0
4498,sunday will never be the same,spanky and our gang,1967.333333333333,9,8,1967.0,1967-05-20,1967.25
4499,"bye, bye, baby (baby, goodbye)","the 4 seasons featuring the ""sound of frankie valli""",1965.0,12,9,1965.0,1965-01-16,1965.0
4500,the last time,the rolling stones,1965.166666666667,9,10,1965.0,1965-03-27,1965.0
4501,smile a little smile for me,the flying machine,1969.75,5,14,1969.5,1969-10-04,1969.75
4502,that's the way boys are,lesley gore,1964.166666666667,12,9,1964.0,1964-03-28,1964.0
4503,song sung blue,neil diamond,1972.333333333333,1,13,1972.0,1972-05-06,1972.25
4504,shoop,salt-n-pepa,1993.75,4,25,1993.5,1993-10-09,1993.75
4505,don't let the sun go down on me,george michael/elton john,1991.916666666667,1,20,1991.5,1991-12-07,1991.75
4506,the girl from ipanema,stan getz/astrud gilberto,1964.416666666667,5,12,1964.0,1964-06-06,1964.25
4507,startin' with me,jake owen,2007.416666666667,83,9,2007.0,2007-06-16,2007.25
4508,cuando me enamoro,enrique iglesias featuring juan luis guerra,2010.5,89,5,2010.0,2010-07-17,2010.5
